URL,Performance,Accessibility,BestPractices,SEO,Screenshot,date
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia,28,79,68,70,screenshots/534a9e7d-e8b3-4878-b269-25c0c7d8abc3.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/plena-inclusion-tenerife,28,74,68,70,screenshots/e10a5aec-5602-4c6b-9c65-31d3f0ac694f.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/padel-silla-menorca,30,73,68,70,screenshots/b6593ec6-d03a-4b49-a829-4bc1c1194003.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/fundacion-nemo-menorca,29,74,68,70,screenshots/06e24217-0996-49de-9685-dc777abd0dce.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/padel-silla-ibiza,30,74,68,70,screenshots/7f5e4aa5-596d-433b-b090-ee95686e330a.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/caritas-ibiza,31,74,68,70,screenshots/3e8ebce0-3224-4358-b785-d73ce1068c12.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/sonrisa-medica-ibiza,30,74,68,70,screenshots/b5c84795-c552-40a7-a5a1-d420a2977764.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/ibiza-in-ibiza,33,74,68,70,screenshots/3416ee0c-f48f-4a54-b30c-f053810802a4.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/un-mar-de-posibilidades-ibiza,31,74,68,70,screenshots/757842b6-cbea-4e3a-95d5-a16ffa20e235.png,Tue Aug 15 14:59:14 CEST 2023
https://www.palladiumhotelgroup.com/es/cares/4-causas/infancia/fundacion-balia-madrid,32,74,68,70,screenshots/e08c681e-a472-49cd-9dbf-059e3d44d294.png,Tue Aug 15 14:59:14 CEST 2023
